temporada;data;time_casa;time_fora;gols_casa_ft;gols_fora_ft;resultado_ft;odd_pinnacle_casa;odd_pinnacle_empate;odd_pinnacle_fora;odd_media_casa;odd_media_empate;odd_media_fora
2022;2022-07-03;Palmeiras;Athletico-PR;0;2;A;1,34;5,47;9,19;1,33;5,2;8,68
2022;2022-07-03;Avai;Cuiaba;1;2;A;2,28;3,02;3,78;2,24;2,96;3,61
2022;2022-07-03;Atletico GO;Sao Paulo;1;2;A;2,74;3,18;2,82;2,66;3,11;2,75
2022;2022-07-03;America MG;Goias;1;0;H;1,81;3,37;5,12;1,8;3,39;4,72
2022;2022-07-03;Coritiba;Fortaleza;2;1;H;2,43;3,18;3,25;2,39;3,15;3,06
2022;2022-07-05;Bragantino;Botafogo RJ;0;1;A;1,71;3,61;5,69;1,69;3,56;5,32
2022;2022-07-09;Bragantino;Avai;4;0;H;1,5;4,27;7,25;1,49;4,15;6,68
2022;2022-07-09;Fluminense;Ceara;2;1;H;1,71;3,65;5,59;1,72;3,49;5,21
2022;2022-07-10;Goias;Athletico-PR;2;1;H;2,81;2,98;2,93;2,75;2,96;2,79
2022;2022-07-10;Coritiba;Juventude;2;2;D;1,92;3,44;4,49;1,89;3,33;4,3
2022;2022-07-10;Corinthians;Flamengo RJ;1;0;H;3,09;2,93;2,72;2,99;2,93;2,62
2022;2022-07-10;Atletico-MG;Sao Paulo;0;0;D;1,58;3,95;6,55;1,59;3,77;6,23
2022;2022-07-10;Fortaleza;Palmeiras;0;0;D;3,77;3,44;2,09;3,66;3,36;2,04
2022;2022-07-10;Santos;Atletico GO;1;0;H;1,97;3,39;4,33;1,94;3,3;4,17
2022;2022-07-10;Cuiaba;Botafogo RJ;2;0;H;2,32;2,92;3,85;2,28;2,92;3,61
2022;2022-07-12;Internacional;America MG;1;0;H;1,63;3,92;5,93;1,65;3,74;5,38
2022;2022-07-16;Athletico-PR;Internacional;0;0;D;2,2;3,3;3,62;2,23;3,17;3,44
2022;2022-07-16;Avai;Santos;1;0;H;3,16;3,09;2,55;2,99;3,06;2,51
2022;2022-07-16;Flamengo RJ;Coritiba;2;0;H;1,51;4,52;6,52;1,49;4,38;6,26
2022;2022-07-17;Ceara;Corinthians;3;1;H;1,86;3,25;5,25;1,85;3,16;4,96
2022;2022-07-17;Juventude;Goias;0;0;D;2,12;3,12;4,15;2,05;3,13;3,97
2022;2022-07-17;Sao Paulo;Fluminense;2;2;D;2,66;3,04;3,06;2,52;3,02;3,04
2022;2022-07-17;Atletico GO;Fortaleza;0;1;A;2,13;3,32;3,8;2,06;3,28;3,73
2022;2022-07-17;Botafogo RJ;Atletico-MG;0;1;A;5,21;3,55;1,78;4,82;3,45;1,78
2022;2022-07-17;America MG;Bragantino;0;3;A;2,82;3,1;2,75;2,75;3,09;2,68
2022;2022-07-19;Palmeiras;Cuiaba;1;0;H;1,26;5,9;13,34;1,25;5,61;12,29
2022;2022-07-20;Ceara;Avai;1;0;H;1,38;4,76;9,52;1,34;4,83;9,44
2022;2022-07-20;Bragantino;Fortaleza;2;1;H;1,83;3,46;5,2;1,81;3,38;4,76
2022;2022-07-20;Goias;Fluminense;2;3;A;4,28;3,56;1,93;4,3;3,44;1,86
2022;2022-07-20;Athletico-PR;Atletico GO;4;1;H;1,95;3,41;4,35;1,97;3,26;4,08
2022;2022-07-21;Flamengo RJ;Juventude;4;0;H;1,34;5,49;9,31;1,34;5,11;8,63
2022;2022-07-21;Internacional;Sao Paulo;3;3;D;1,85;3,39;5,04;1,85;3,31;4,67
2022;2022-07-21;Corinthians;Coritiba;3;1;H;1,68;3,59;6,12;1,67;3,51;5,67
2022;2022-07-21;Santos;Botafogo RJ;2;0;H;1,93;3,34;4,62;1,86;3,4;4,37
2022;2022-07-21;Cuiaba;Atletico-MG;1;1;D;3,73;2,92;2,37;3,66;2,94;2,24
2022;2022-07-22;America MG;Palmeiras;0;1;A;4,77;3,59;1,83;4,51;3,46;1,82
2022;2022-07-23;Sao Paulo;Goias;3;3;D;1,43;4,41;8,88;1,42;4,3;8,12
2022;2022-07-24;Botafogo RJ;Athletico-PR;2;0;H;2,46;3,17;3,23;2,37;3,09;3,15
2022;2022-07-24;Avai;Flamengo RJ;1;2;A;6,05;4,03;1,6;5,61;3,89;1,59
2022;2022-07-24;Fluminense;Bragantino;2;1;H;2,03;3,4;4,05;1,9;3,49;4,03
2022;2022-07-24;Juventude;Ceara;1;0;H;3,28;3,07;2,48;3,15;3,05;2,41
2022;2022-07-24;Palmeiras;Internacional;2;1;H;1,44;4,45;8,44;1,42;4,41;7,89
2022;2022-07-24;Atletico GO;America MG;0;1;A;1,88;3,35;4,85;1,86;3,38;4,46
2022;2022-07-24;Atletico-MG;Corinthians;1;2;A;1,46;4,22;8,62;1,45;4,07;8,26
2022;2022-07-24;Fortaleza;Santos;0;0;D;1,79;3,59;5;1,83;3,46;4,51
2022;2022-07-26;Coritiba;Cuiaba;1;0;H;2,13;3,14;4,05;2,13;3,09;3,78
2022;2022-07-30;Ceara;Palmeiras;1;2;A;3,76;3,29;2,15;3,59;3,23;2,12
2022;2022-07-30;Goias;Coritiba;1;0;H;2,44;3,18;3,25;2,46;3,1;3,01
2022;2022-07-30;Corinthians;Botafogo RJ;1;0;H;1,83;3,32;5,36;1,82;3,23;4,97
2022;2022-07-31;Flamengo RJ;Atletico GO;4;1;H;1,47;4,34;7,76;1,45;4,25;7,4
2022;2022-07-31;Athletico-PR;Sao Paulo;1;0;H;2,05;3,26;4,14;2,02;3,25;3,89
2022;2022-07-31;Internacional;Atletico-MG;3;0;H;3,2;2,98;2,6;3,09;2,99;2,51
2022;2022-07-31;America MG;Avai;3;1;H;1,71;3,65;5,59;1,74;3,48;5,03
2022;2022-07-31;Cuiaba;Fortaleza;0;1;A;2,74;2,92;3,08;2,62;2,88;3,04
2022;2022-07-31;Bragantino;Juventude;1;0;H;1,59;3,88;6,59;1,55;3,91;6,33
2022;2022-08-02;Santos;Fluminense;2;2;D;3,04;3,23;2,54;3,01;3,1;2,47
2022;2022-08-06;Botafogo RJ;Ceara;1;1;D;2,4;3,08;3,42;2,36;3,05;3,25
2022;2022-08-06;Juventude;America MG;0;1;A;2,42;3,25;3,2;2,38;3,16;3,12
2022;2022-08-06;Atletico GO;Bragantino;2;1;H;3,25;3,19;2,43;3,02;3,16;2,43
2022;2022-08-06;Avai;Corinthians;1;1;D;3,27;2,95;2,57;3,15;2,93;2,5
2022;2022-08-07;Sao Paulo;Flamengo RJ;0;2;A;3,47;3,28;2,27;3,31;3,18;2,27
2022;2022-08-07;Fluminense;Cuiaba;1;0;H;1,49;4,01;8,38;1,51;3,8;7,6
2022;2022-08-07;Palmeiras;Goias;3;0;H;1,26;6,26;11,25;1,24;5,99;11,21
2022;2022-08-07;Fortaleza;Internacional;3;0;H;1,74;3,76;5,08;1,76;3,58;4,78
2022;2022-08-07;Atletico-MG;Athletico-PR;2;3;A;1,51;4,18;7,32;1,5;4,04;7,01
2022;2022-08-09;Coritiba;Santos;1;2;A;2,71;3,06;2,97;2,64;3;2,88
2022;2022-08-13;Goias;Avai;1;1;D;1,96;3,43;4,28;1,94;3,37;4,07
2022;2022-08-13;Corinthians;Palmeiras;0;1;A;3,51;3,02;2,4;3,39;3,01;2,33
2022;2022-08-14;Cuiaba;Juventude;1;0;H;2,03;3,05;4,68;2;3,03;4,43
2022;2022-08-14;Botafogo RJ;Atletico GO;0;0;D;2,07;3,37;3,93;2,05;3,3;3,75
2022;2022-08-14;Coritiba;Atletico-MG;0;1;A;5,38;3,8;1,7;5,08;3,61;1,71
2022;2022-08-14;Ceara;Fortaleza;0;1;A;2,96;2,93;2,83;2,82;2,93;2,75
2022;2022-08-14;Flamengo RJ;Athletico-PR;5;0;H;1,33;5,31;10,33;1,31;5,22;9,79
2022;2022-08-14;Sao Paulo;Bragantino;3;0;H;2,15;3,38;3,68;2,14;3,28;3,49
2022;2022-08-14;America MG;Santos;1;0;H;2,38;3,07;3,5;2,35;3,07;3,27
2022;2022-08-14;Internacional;Fluminense;3;0;H;2,49;3,14;3,19;2,41;3,12;3,11
2022;2022-08-20;Atletico-MG;Goias;0;1;A;1,24;6,42;12,63;1,22;6,14;12,81
2022;2022-08-20;Fluminense;Coritiba;5;2;H;1,39;4,86;8,99;1,37;4,75;8,46
2022;2022-08-21;Juventude;Botafogo RJ;2;2;D;2,51;3,11;3,19;2,44;3,08;3,09
2022;2022-08-21;Palmeiras;Flamengo RJ;1;1;D;2;3,49;4,03;2,01;3,38;3,8
2022;2022-08-21;Athletico-PR;America MG;1;1;D;1,88;3,47;4,66;1,85;3,48;4,33
2022;2022-08-21;Atletico GO;Cuiaba;1;1;D;2,26;2,96;3,97;2,21;2,97;3,76
2022;2022-08-21;Bragantino;Ceara;1;1;D;1,86;3,5;4,68;1,85;3,38;4,55
2022;2022-08-21;Fortaleza;Corinthians;1;0;H;1,94;3,3;4,61;1,93;3,22;4,39
2022;2022-08-21;Santos;Sao Paulo;1;0;H;2,51;3;3,31;2,41;3,03;3,21
2022;2022-08-23;Avai;Internacional;0;1;A;3,76;3,25;2,17;3,66;3,18;2,13
2022;2022-08-27;Coritiba;Avai;1;0;H;1,95;3,39;4,37;1,94;3,33;4,08
2022;2022-08-27;Goias;Atletico GO;2;1;H;2,79;3;2,93;2,67;3,02;2,83
2022;2022-08-27;Fluminense;Palmeiras;1;1;D;3,19;3,14;2,46;3,02;3,16;2,44
2022;2022-08-28;Ceara;Athletico-PR;0;0;D;1,8;3,62;4,91;1,77;3,51;4,75
2022;2022-08-28;America MG;Atletico-MG;1;1;D;5,72;3,8;1,67;5,4;3,68;1,66
2022;2022-08-28;Sao Paulo;Fortaleza;0;1;A;1,93;3,36;4,54;1,94;3,28;4,17
2022;2022-08-28;Botafogo RJ;Flamengo RJ;0;1;A;4,97;3,73;1,76;4,75;3,59;1,75
2022;2022-08-28;Cuiaba;Santos;0;0;D;2,34;2,88;3,84;2,35;2,89;3,5
2022;2022-08-30;Internacional;Juventude;4;0;H;1,44;4,56;7,88;1,43;4,38;7,65
2022;2022-08-30;Corinthians;Bragantino;1;0;H;2,05;3,14;4,38;2,04;3,05;4,18
2022;2022-09-03;Juventude;Avai;1;1;D;2,25;3,12;3,74;2,24;3,08;3,48
2022;2022-09-03;Athletico-PR;Fluminense;1;0;H;3,25;3,25;2,39;3,14;3,27;2,31
2022;2022-09-03;Bragantino;Palmeiras;2;2;D;2,67;3,06;3,02;2,63;3,02;2,87
2022;2022-09-04;America MG;Coritiba;2;0;H;1,67;3,69;6,04;1,67;3,58;5,56
2022;2022-09-04;Flamengo RJ;Ceara;1;1;D;1,36;4,92;10,17;1,35;4,78;9,07
2022;2022-09-04;Corinthians;Internacional;2;2;D;2,44;2,95;3,53;2,39;2,94;3,38
2022;2022-09-04;Fortaleza;Botafogo RJ;1;3;A;1,72;3,51;5,8;1,7;3,47;5,44
2022;2022-09-04;Atletico GO;Atletico-MG;0;2;A;4,52;3,49;1,89;4,31;3,39;1,88
2022;2022-09-04;Cuiaba;Sao Paulo;1;1;D;2,32;2,82;4,04;2,32;2,81;3,69
2022;2022-09-06;Santos;Goias;1;2;A;1,59;3,94;6,42;1,59;3,83;5,85
2022;2022-09-07;Atletico-MG;Bragantino;1;1;D;1,68;3,75;5,72;1,67;3,67;5,46
2022;2022-09-10;Ceara;Santos;2;1;H;2,16;3,07;4,08;2,14;3,02;3,83
2022;2022-09-10;Internacional;Cuiaba;1;0;H;1,6;3,74;6,85;1,6;3,62;6,39
2022;2022-09-10;Fluminense;Fortaleza;2;1;H;1,72;3,63;5,57;1,7;3,58;5,24
2022;2022-09-11;Palmeiras;Juventude;2;1;H;1,17;7,33;19,54;1,17;6,8;16,67
2022;2022-09-11;Avai;Athletico-PR;1;1;D;3,49;3,13;2,34;3,24;3,04;2,37
2022;2022-09-11;Botafogo RJ;America MG;0;0;D;2,02;3,34;4,16;2,03;3,25;3,89
2022;2022-09-11;Coritiba;Atletico GO;2;0;H;2,24;3,15;3,71;2,2;3,14;3,49
2022;2022-09-11;Sao Paulo;Corinthians;1;1;D;2,68;2,84;3,26;2,46;2,89;3,3
2022;2022-09-11;Goias;Flamengo RJ;1;1;D;6,22;4,03;1,59;5,71;3,94;1,59
2022;2022-09-17;Avai;Atletico-MG;1;0;H;4,61;3,37;1,92;4,48;3,38;1,86
2022;2022-09-17;Botafogo RJ;Coritiba;2;0;H;1,55;4,04;6,98;1,55;3,9;6,33
2022;2022-09-18;Bragantino;Goias;1;1;D;1,46;4,4;7,98;1,45;4,3;7,31
2022;2022-09-18;Ceara;Sao Paulo;0;2;A;2,65;3,02;3,09;2,6;3,01;2,92
2022;2022-09-18;Flamengo RJ;Fluminense;1;2;A;1,69;3,74;5,63;1,67;3,7;5,29
2022;2022-09-18;America MG;Corinthians;1;0;H;2,26;3,08;3,76;2,21;3,06;3,57
2022;2022-09-18;Juventude;Fortaleza;1;1;D;3,38;3,22;2,34;3,32;3,14;2,27
2022;2022-09-18;Palmeiras;Santos;1;0;H;1,39;4,7;9,59;1,38;4,64;8,69
2022;2022-09-18;Athletico-PR;Cuiaba;2;2;D;1,7;3,45;6,22;1,72;3,32;5,7
2022;2022-09-20;Atletico GO;Internacional;1;2;A;3,64;3,2;2,24;3,47;3,18;2,2
2022;2022-09-26;Sao Paulo;Avai;4;0;H;1,38;4,82;9,28;1,39;4,56;8,23
2022;2022-09-28;Santos;Athletico-PR;2;0;H;2,11;3,28;3,98;2,07;3,24;3,76
2022;2022-09-28;Corinthians;Atletico GO;2;1;H;1,62;3,84;6,47;1,6;3,73;5,97
2022;2022-09-28;Coritiba;Ceara;1;0;H;2,29;3,23;3,55;2,23;3,18;3,38
2022;2022-09-28;Fluminense;Juventude;4;0;H;1,36;5,37;9,3;1,34;5,06;8,39
2022;2022-09-28;Fortaleza;Flamengo RJ;3;2;H;3,11;3,05;2,65;2,99;2,96;2,59
2022;2022-09-29;Cuiaba;America MG;2;1;H;2,52;3,01;3,35;2,48;2,97;3,13
2022;2022-09-29;Atletico-MG;Palmeiras;0;1;A;1,88;3,4;4,92;1,89;3,34;4,4
2022;2022-09-29;Goias;Botafogo RJ;0;1;A;3,49;3,14;2,37;3,26;3,09;2,33
2022;2022-09-29;Internacional;Bragantino;0;0;D;1,91;3,55;4,44;1,89;3,44;4,18
2022;2022-10-01;Atletico-MG;Fluminense;2;0;H;1,76;3,59;5,31;1,73;3,53;5,05
2022;2022-10-01;Ceara;America MG;1;2;A;2,05;3,26;4,13;2,01;3,25;3,92
2022;2022-10-01;Internacional;Santos;1;0;H;1,73;3,59;5,56;1,72;3,53;5,18
2022;2022-10-01;Athletico-PR;Juventude;2;0;H;1,46;4,44;8,04;1,45;4,26;7,18
2022;2022-10-01;Avai;Atletico GO;1;2;A;2,26;3,17;3,58;2,19;3,16;3,47
2022;2022-10-01;Flamengo RJ;Bragantino;4;1;H;1,44;4,63;8,07;1,43;4,44;7,25
2022;2022-10-01;Goias;Fortaleza;0;1;A;2,91;3;2,79;2,83;3;2,66
2022;2022-10-02;Corinthians;Cuiaba;2;0;H;1,71;3,43;6,21;1,67;3,42;5,92
2022;2022-10-04;Botafogo RJ;Palmeiras;1;3;A;5,22;3,67;1,76;4,95;3,52;1,75
2022;2022-10-05;Juventude;Corinthians;2;2;D;4,68;3,3;1,95;4,45;3,27;1,9
2022;2022-10-05;Atletico GO;Fluminense;3;2;H;3,21;3,27;2,44;3,14;3,2;2,34
2022;2022-10-05;Bragantino;Cuiaba;2;1;H;1,96;3,25;4,72;1,95;3,17;4,36
2022;2022-10-05;Ceara;Goias;1;1;D;1,69;3,72;5,83;1,67;3,62;5,45
2022;2022-10-05;Athletico-PR;Fortaleza;1;1;D;2,11;3,26;4,05;2,03;3,23;3,94
2022;2022-10-06;Flamengo RJ;Internacional;0;0;D;1,39;4,89;9,07;1,39;4,73;7,94
2022;2022-10-06;Santos;Atletico-MG;1;2;A;3,36;3,11;2,45;3,21;3,04;2,41
2022;2022-10-06;Palmeiras;Coritiba;4;0;H;1,23;6,5;13,64;1,23;6,25;12,04
2022;2022-10-07;America MG;Sao Paulo;1;2;A;2,78;3,17;2,84;2,67;3,13;2,74
2022;2022-10-07;Avai;Botafogo RJ;1;2;A;2,67;3,06;3,07;2,58;3,01;2,94
2022;2022-10-08;Cuiaba;Flamengo RJ;1;2;A;3,77;3,22;2,21;3,56;3,15;2,18
2022;2022-10-09;Corinthians;Athletico-PR;2;1;H;2,16;3,15;4,03;2,16;3,08;3,73
2022;2022-10-09;Internacional;Goias;4;2;H;1,39;4,86;9,39;1,38;4,67;8,24
2022;2022-10-09;Fortaleza;Avai;2;0;H;1,45;4,35;8,74;1,47;4,06;7,63
2022;2022-10-09;Sao Paulo;Botafogo RJ;0;1;A;1,7;3,79;5,55;1,69;3,69;5,12
2022;2022-10-09;Atletico-MG;Ceara;0;0;D;1,46;4,31;8,87;1,44;4,22;8,07
2022;2022-10-09;Coritiba;Bragantino;2;1;H;2,51;3,2;3,15;2,51;3,1;2,96
2022;2022-10-09;Fluminense;America MG;0;2;A;1,63;4,09;5,78;1,63;3,89;5,44
2022;2022-10-10;Atletico GO;Palmeiras;1;1;D;6,08;3,99;1,62;5,55;3,86;1,62
2022;2022-10-11;Santos;Juventude;4;1;H;1,48;4,23;8,26;1,46;4,12;7,67
2022;2022-10-16;Flamengo RJ;Atletico-MG;1;0;H;2,74;2,99;3,04;2,6;3,03;2,94
2022;2022-10-16;America MG;Fortaleza;1;2;A;2,2;3,27;3,73;2,14;3,26;3,51
2022;2022-10-16;Ceara;Cuiaba;1;1;D;2,02;3,13;4,64;2,02;3,06;4,23
2022;2022-10-16;Palmeiras;Sao Paulo;0;0;D;1,65;3,92;5,82;1,64;3,8;5,38
2022;2022-10-16;Juventude;Atletico GO;1;1;D;2,81;3,22;2,78;2,74;3,13;2,68
2022;2022-10-16;Botafogo RJ;Internacional;0;1;A;2,73;3,11;2,94;2,64;3,09;2,8
2022;2022-10-16;Athletico-PR;Coritiba;1;0;H;1,71;3,77;5,56;1,67;3,7;5,25
2022;2022-10-16;Avai;Fluminense;0;3;A;4,45;3,4;1,96;4,05;3,29;1,97
2022;2022-10-18;Bragantino;Santos;0;2;A;1,93;3,39;4,6;1,98;3,2;4,14
2022;2022-10-21;Sao Paulo;Coritiba;3;1;H;1,42;4,58;9,17;1,4;4,46;8,39
2022;2022-10-22;Bragantino;Athletico-PR;4;2;H;2,14;3,36;3,8;2,12;3,27;3,55
2022;2022-10-22;America MG;Flamengo RJ;1;2;A;2,81;3,29;2,72;2,76;3,21;2,63
2022;2022-10-22;Santos;Corinthians;0;1;A;2,65;2,9;3,27;2,59;2,86;3,13
2022;2022-10-23;Palmeiras;Avai;3;0;H;1,16;8,19;21;1,16;7,47;17,28
2022;2022-10-23;Fluminense;Botafogo RJ;2;2;D;1,91;3,51;4,55;1,86;3,43;4,4
2022;2022-10-23;Juventude;Sao Paulo;1;2;A;4,64;3,54;1,88;4,43;3,43;1,85
2022;2022-10-23;Atletico GO;Ceara;1;0;H;2,31;3,27;3,46;2,27;3,18;3,27
2022;2022-10-23;Coritiba;Internacional;1;1;D;4,2;3,47;1,99;3,99;3,39;1,95
2022;2022-10-23;Cuiaba;Goias;1;2;A;1,74;3,7;5,41;1,71;3,57;5,1
2022;2022-10-25;Fortaleza;Atletico-MG;0;0;D;2,47;3,09;3,35;2,4;2,97;3,27
2022;2022-10-26;Athletico-PR;Palmeiras;1;3;A;6,57;3,94;1,63;6,1;3,8;1,59
2022;2022-10-26;Flamengo RJ;Santos;3;2;H;1,39;4,89;9,35;1,38;4,72;8,17
2022;2022-10-26;Botafogo RJ;Bragantino;2;1;H;2,37;3,2;3,4;2,29;3,19;3,22
2022;2022-10-27;Corinthians;Fluminense;0;2;A;2,28;3,12;3,72;2,23;3,09;3,49
2022;2022-10-27;Goias;America MG;2;2;D;3,08;3,19;2,57;2,94;3,15;2,47
2022;2022-10-27;Internacional;Ceara;2;1;H;1,65;3,75;6,2;1,63;3,72;5,65
2022;2022-10-27;Fortaleza;Coritiba;3;1;H;1,46;4,51;7,98;1,45;4,33;7,05
2022;2022-10-27;Sao Paulo;Atletico GO;2;1;H;1,66;3,93;5,75;1,64;3,84;5,31
2022;2022-10-27;Atletico-MG;Juventude;1;0;H;1,2;7,43;16,94;1,2;6,52;13,96
2022;2022-10-28;Cuiaba;Avai;1;0;H;1,85;3,45;4,98;1,84;3,38;4,52
2022;2022-10-29;Goias;Corinthians;0;0;D;2,9;3,05;2,82;2,79;3;2,73
2022;2022-10-31;Ceara;Fluminense;0;1;A;3,43;3,25;2,33;3,3;3,19;2,26
2022;2022-11-01;Botafogo RJ;Cuiaba;0;2;A;1,86;3,38;5,09;1,86;3,28;4,64
2022;2022-11-02;Sao Paulo;Atletico-MG;2;2;D;2,58;2,99;3,27;2,5;2,96;3,13
2022;2022-11-02;America MG;Internacional;1;0;H;2,45;3,3;3,16;2,39;3,21;3,05
2022;2022-11-02;Athletico-PR;Goias;3;2;H;1,64;4,01;5,81;1,58;3,96;5,76
2022;2022-11-02;Atletico GO;Santos;2;3;A;2,03;3,35;4,21;1,97;3,33;3,99
2022;2022-11-02;Avai;Bragantino;1;2;A;3,57;3,35;2,22;3,35;3,24;2,21
2022;2022-11-02;Juventude;Coritiba;0;1;A;2,59;3,27;2,98;2,54;3,15;2,88
2022;2022-11-03;Flamengo RJ;Corinthians;1;2;A;1,72;3,73;5,54;1,7;3,63;5,12
2022;2022-11-03;Palmeiras;Fortaleza;4;0;H;1,44;4,85;7,65;1,45;4,55;6,85
2022;2022-11-05;Fluminense;Sao Paulo;3;1;H;2,09;3,61;3,68;2,06;3,48;3,56
2022;2022-11-05;Santos;Avai;1;1;D;1,38;4,74;10,15;1,38;4,56;8,85
2022;2022-11-05;Bragantino;America MG;1;4;A;2,02;3,63;3,85;2;3,49;3,69
2022;2022-11-05;Goias;Juventude;1;0;H;1,67;3,98;5,47;1,68;3,75;5,15
2022;2022-11-05;Corinthians;Ceara;1;0;H;1,88;3,35;5,02;1,87;3,26;4,56
2022;2022-11-06;Internacional;Athletico-PR;2;0;H;1,88;3,61;4,53;1,9;3,45;4,21
2022;2022-11-06;Coritiba;Flamengo RJ;1;0;H;3,67;3,36;2,18;3,5;3,28;2,14
2022;2022-11-06;Fortaleza;Atletico GO;1;1;D;1,68;3,92;5,59;1,68;3,81;5,07
2022;2022-11-06;Cuiaba;Palmeiras;1;1;D;3,94;3,46;2,06;3,68;3,38;2,04
2022;2022-11-07;Atletico-MG;Botafogo RJ;0;2;A;1,64;3,84;6,24;1,61;3,77;5,84
2022;2022-11-09;Sao Paulo;Internacional;0;1;A;1,87;3,63;4,58;1,87;3,5;4,26
2022;2022-11-09;Avai;Ceara;2;0;H;4,26;3,42;1,99;4,05;3,33;1,96
2022;2022-11-09;Coritiba;Corinthians;2;2;D;2,94;3,07;2,77;2,82;2,96;2,73
2022;2022-11-09;Fluminense;Goias;3;0;H;1,39;5,37;7,93;1,36;5,03;7,82
2022;2022-11-09;Fortaleza;Bragantino;6;0;H;1,82;3,78;4,64;1,81;3,58;4,39
2022;2022-11-10;Atletico GO;Athletico-PR;1;1;D;2,15;3,55;3,56;2,1;3,39;3,46
2022;2022-11-10;Juventude;Flamengo RJ;2;2;D;5,65;3,84;1,68;5,45;3,75;1,64
2022;2022-11-10;Palmeiras;America MG;2;1;H;1,51;4,44;6,27;1,52;4,5;5,59
2022;2022-11-10;Atletico-MG;Cuiaba;3;0;H;1,47;4,38;7,98;1,46;4,17;7,25
2022;2022-11-10;Botafogo RJ;Santos;3;0;H;2,24;3,3;3,6;2,21;3,24;3,37
2022;2022-11-12;Flamengo RJ;Avai;1;2;A;1,17;8,17;16,16;1,16;7,56;16,07
2022;2022-11-13;America MG;Atletico GO;1;1;D;1,61;4,44;5,47;1,59;4,21;5,14
2022;2022-11-13;Athletico-PR;Botafogo RJ;3;0;H;2,21;3,37;3,58;2,18;3,26;3,38
2022;2022-11-13;Bragantino;Fluminense;0;1;A;2,49;3,69;2,82;2,4;3,53;2,76
2022;2022-11-13;Ceara;Juventude;4;1;H;1,66;4,08;5,48;1,67;3,84;4,98
2022;2022-11-13;Corinthians;Atletico-MG;0;1;A;3,14;3,19;2,52;3,06;3,07;2,45
2022;2022-11-13;Cuiaba;Coritiba;2;1;H;1,94;3,54;4,3;1,94;3,37;4
2022;2022-11-13;Goias;Sao Paulo;0;4;A;5,09;3,99;1,71;4,85;3,78;1,69
2022;2022-11-13;Internacional;Palmeiras;3;0;H;2,6;3,59;2,74;2,49;3,45;2,72
2022;2022-11-13;Santos;Fortaleza;0;2;A;3,29;3,47;2,29;3,2;3,3;2,24
2023;2023-04-15;America MG;Fluminense;0;3;A;2,55;3,34;2,98;2,49;3,23;2,87
2023;2023-04-15;Palmeiras;Cuiaba;2;1;H;1,39;5,12;8,51;1,35;4,92;8,54
2023;2023-04-15;Athletico-PR;Goias;2;0;H;1,64;3,69;6,64;1,62;3,57;6,17
2023;2023-04-15;Botafogo RJ;Sao Paulo;2;1;H;2,46;3,17;3,26;2,4;3,05;3,15
2023;2023-04-15;Bragantino;Bahia;2;1;H;1,85;3,71;4,58;1,84;3,56;4,21
2023;2023-04-15;Fortaleza;Internacional;1;1;D;1,91;3,6;4,4;1,91;3,44;4,07
2023;2023-04-16;Atletico-MG;Vasco;1;2;A;1,84;3,59;4,84;1,8;3,5;4,54
2023;2023-04-16;Corinthians;Cruzeiro;2;1;H;1,8;3,51;5,29;1,77;3,41;4,96
2023;2023-04-16;Flamengo RJ;Coritiba;3;0;H;1,39;5,02;8,79;1,38;4,76;8,13
2023;2023-04-16;Gremio;Santos;1;0;H;1,78;3,58;5,34;1,77;3,38;4,99
2023;2023-04-22;Fluminense;Athletico-PR;2;0;H;1,5;4,3;7,59;1,5;4,13;6,71
2023;2023-04-22;Cuiaba;Bragantino;1;1;D;2,65;3,11;3,04;2,54;3,07;2,93
2023;2023-04-22;Sao Paulo;America MG;3;0;H;1,94;3,42;4,51;1,88;3,41;4,29
2023;2023-04-23;Cruzeiro;Gremio;1;0;H;2,39;3,26;3,31;2,38;3,13;3,11
2023;2023-04-23;Internacional;Flamengo RJ;2;1;H;2,77;3,31;2,74;2,71;3,22;2,63
2023;2023-04-23;Santos;Atletico-MG;0;0;D;3,42;3,13;2,41;3,24;3,07;2,35
2023;2023-04-23;Vasco;Palmeiras;2;2;D;3,28;3,19;2,44;3,21;3,15;2,32
2023;2023-04-23;Coritiba;Fortaleza;0;3;A;2,73;3,18;2,89;2,65;3,12;2,76
2023;2023-04-23;Goias;Corinthians;3;1;H;3,29;2,93;2,62;3,01;2,94;2,58
2023;2023-04-25;Bahia;Botafogo RJ;1;2;A;2,1;3,34;3,96;2,08;3,24;3,7
2023;2023-04-29;Coritiba;Sao Paulo;1;1;D;3,03;3,18;2,61;2,99;3,09;2,47
2023;2023-04-29;Fortaleza;Fluminense;4;2;H;2,16;3,34;3,76;2,19;3,29;3,37
2023;2023-04-29;Bragantino;Cruzeiro;0;3;A;1,82;3,67;4,81;1,89;3,43;4,18
2023;2023-04-29;Palmeiras;Corinthians;2;1;H;1,5;4,07;8,26;1,49;4,01;7,13
2023;2023-04-29;Santos;America MG;3;2;H;2,41;3,22;3,31;2,32;3,15;3,2
2023;2023-04-30;Atletico-MG;Athletico-PR;2;1;H;1,63;3,83;6,73;1,6;3,7;6,13
2023;2023-04-30;Flamengo RJ;Botafogo RJ;2;3;A;1,61;4;6,2;1,6;3,89;5,58
2023;2023-04-30;Cuiaba;Gremio;1;2;A;2,79;3,12;2,87;2,7;3,09;2,74
2023;2023-04-30;Internacional;Goias;1;0;H;1,64;3,98;5,91;1,6;3,87;5,66
